Idx,numbers,categorys,times,dates
31435,12,12,1,4
31437,16,14,2,14
3144,14,11,2,1
31442,14,12,1,4
31443,14,13,1,9
31449,12,12,1,4
31452,13,13,1,9
31462,12,12,1,4
31469,12,12,1,2
31470,17,16,3,2
31474,29,14,2,5
31478,12,12,1,5
3148,12,11,2,2
31480,30,19,4,0
31484,12,12,1,5
31489,12,12,1,4
3149,16,12,3,3
31491,13,13,2,11
31492,19,13,2,11
31493,12,12,1,3
31495,12,12,1,11
31496,12,12,1,4
31497,12,12,1,5
31499,12,12,1,4
31500,13,13,1,44
31502,12,12,1,5
31507,12,12,1,8
31508,11,11,1,4
31509,12,12,1,9
3151,24,20,3,4
31512,12,12,1,10
31516,12,12,1,4
31517,12,12,1,4
31518,12,12,1,19
3152,11,11,1,8
31525,12,12,1,9
31529,13,13,1,15
31533,13,13,1,8
31534,12,12,1,15
31535,13,10,1,9
31536,12,12,1,5
31538,12,12,1,4
31539,12,12,1,5
31541,12,12,1,2
31546,12,12,1,11
31547,12,12,1,8
31548,12,12,1,2
31550,14,14,1,4
31551,11,9,2,14
31554,12,12,1,3
31555,12,12,1,6
31558,12,12,1,20
31559,16,14,2,8
31562,12,12,1,2
31563,14,13,1,15
31567,12,12,1,11
31568,12,12,1,4
31569,39,17,4,140
3157,12,12,2,3
31574,37,13,1,3
31575,12,12,1,8
31577,12,12,1,8
3158,11,11,1,6
31584,14,13,1,5
31593,13,13,1,8
31594,12,12,1,14
31597,11,11,1,14
31602,12,12,1,14
31603,12,12,1,2
31604,13,13,1,3
31605,12,12,1,3
31608,12,12,1,10
31610,12,12,1,10
31615,14,13,1,5
31619,12,12,1,2
31621,12,11,1,159
31622,12,12,1,9
31628,13,13,1,5
31633,12,12,1,8
31635,12,12,1,8
3164,12,11,2,1
31640,12,12,1,15
31641,12,12,1,8
31649,12,12,1,14
31653,12,12,1,4
31657,12,12,1,8
31661,13,12,3,150
31663,14,13,1,9
31664,12,12,1,5
31670,17,16,3,9
31673,9,9,1,144
31674,12,12,1,21
31678,16,14,2,3
31679,15,13,1,9
3168,11,11,3,36
31686,12,12,1,3
31688,12,12,1,2
31692,12,12,1,11
31696,13,13,2,9
31697,12,11,1,246
31699,13,10,3,68
3170,12,11,2,43
31702,13,13,1,10
31711,12,12,1,8
31715,10,10,1,108
31731,12,12,1,13
31734,12,12,1,3
31735,12,12,1,7
31742,15,14,2,10
31743,20,16,4,18
31748,12,12,1,16
3175,11,11,1,0
31755,12,12,1,10
31756,40,16,2,15
31760,14,13,1,7
31762,12,12,1,3
31764,12,12,1,3
31765,12,12,1,2
31768,13,13,2,13
31776,31,22,6,2
31778,12,12,1,7
3178,11,11,1,2
31799,12,12,1,7
31801,12,12,1,7
31803,12,12,1,13
31805,13,13,2,13
3181,21,15,2,1
31813,12,12,1,8
31814,12,12,1,2
31815,12,12,1,4
3182,11,11,1,2
31821,12,12,1,13
31829,12,12,1,8
31832,28,19,3,8
31833,12,12,1,3
31841,12,12,1,9
31842,13,13,1,8
31843,14,13,2,3
31844,24,12,1,14
31846,12,12,1,8
31847,12,12,1,1
3185,14,12,3,52
31852,12,12,1,3
31854,12,12,1,9
31855,14,13,1,17
31856,12,12,1,7
31859,13,13,1,8
31860,14,13,1,6
31863,13,13,2,13
31870,12,12,1,10
31873,12,12,1,8
31875,12,12,1,10
31878,14,13,2,8
31880,12,12,1,3
31882,12,12,1,3
31883,13,13,1,8
3189,11,11,1,2
31890,12,12,1,9
31891,12,12,1,22
31893,12,12,1,4
31901,12,12,1,27
31908,12,12,1,7
31915,12,12,1,10
31918,14,14,1,3
31923,14,13,1,4
31933,12,12,1,7
31937,15,15,3,22
31939,40,14,2,3
3194,11,11,1,2
31941,12,12,1,4
31942,14,14,1,7
3195,17,12,3,2
31952,13,11,4,9
31953,13,13,2,8
31955,12,12,1,14
31956,12,12,1,10
31959,12,12,1,10
31966,12,12,1,7
31968,15,15,2,3
31971,13,13,1,10
31972,13,13,1,7
31976,12,12,1,8
31978,12,12,1,4
31979,12,12,1,9
31984,16,10,2,2
31986,9,9,1,1
3199,14,13,1,6
31990,14,13,2,18
31992,12,12,1,8
31996,12,12,1,15
31999,12,12,1,13
32,36,12,7,7
3200,11,11,1,6
32000,12,12,1,3
32002,16,15,2,42
32008,13,13,1,7
32010,13,12,2,8
32011,13,13,2,10
32013,14,13,1,14
32015,14,14,2,23
3202,21,11,1,5
32022,12,12,1,7
32025,19,16,2,3
32027,17,16,2,2
32034,13,12,1,4
32035,18,15,2,10
32037,13,13,1,14
32043,12,12,1,7
32046,13,12,1,1
32049,12,12,1,9
3205,14,13,1,2
32050,17,14,2,3
32054,13,13,2,13
32056,13,13,1,8
32058,12,12,1,8
32063,12,12,1,13
32064,12,12,1,4
3207,16,12,2,2
32073,11,11,1,4
32077,12,12,2,8
32078,12,12,1,8
32080,12,12,1,8
32082,14,12,1,13
32089,25,16,5,21
32090,12,12,1,7
32097,12,12,1,7
32099,12,12,1,8
3210,11,11,1,2
32100,12,12,1,7
32104,13,13,2,7
32105,12,12,1,12
32108,15,13,2,8
32117,12,12,1,13
3212,8,7,1,351
32122,15,13,2,9
32123,12,12,1,7
32124,15,13,1,8
32128,12,12,1,8
32130,27,23,2,313
32131,12,12,1,3
32132,12,12,1,9
32136,12,12,1,7
3214,22,12,1,1
32140,12,12,1,8
32143,12,12,1,7
32144,12,12,1,9
32151,12,12,1,7
32153,14,13,1,7
32157,12,12,1,9
32160,14,14,2,2
32165,12,12,1,8
32166,12,12,1,6
32168,15,14,2,8
32172,12,11,1,7
32174,59,27,8,311
32175,16,13,1,8
32182,15,14,2,16
32183,14,12,2,15
32186,14,13,1,7
32188,42,26,4,556
32204,12,12,1,6
32206,12,12,1,12
3221,12,11,2,5
32213,12,12,1,8
3222,26,12,1,5
32220,16,14,2,12
32224,14,13,2,6
32227,42,20,6,29
32228,18,15,2,2
32231,13,13,2,9
32233,12,12,1,7
32240,12,12,1,7
32241,12,12,1,20
32244,12,12,1,9
32247,9,9,1,75
32249,9,9,1,52
32252,14,13,1,7
32257,12,12,1,8
32265,12,12,1,2
32270,12,12,1,19
32273,12,12,1,7
32276,12,12,1,7
32280,16,15,1,8
32284,13,10,1,2
32285,14,13,2,6
32286,12,12,1,7
32288,12,12,1,9
32291,12,12,1,9
32296,13,13,2,6
32299,20,14,3,6
3230,14,12,3,56
32303,12,12,1,7
32307,12,12,1,12
32309,12,12,1,8
32310,17,17,2,0
32313,16,15,2,5
32317,12,12,1,8
32318,12,12,1,7
3232,12,11,1,2
32322,14,12,1,7
32324,12,12,1,15
32325,14,13,2,7
32328,13,13,1,25
32330,11,11,1,15
32332,12,12,1,9
32338,10,9,1,109
32346,12,12,1,12
32347,12,12,1,15
32349,21,14,4,1
32354,12,12,1,15
32361,12,12,1,8
32365,12,12,1,7
32371,12,12,1,6
32379,16,14,1,7
32381,12,12,1,24
32382,12,12,1,6
32385,17,16,3,6
32386,12,12,1,17
32387,15,11,2,269
32388,12,12,1,7
32389,9,9,1,123
32390,16,15,1,327
32391,13,12,1,19
32393,19,16,4,41
32394,12,12,1,12
32400,12,12,1,6
32401,27,15,2,1
32404,14,14,1,6
32407,12,12,1,6
32412,16,13,2,7
32414,12,12,1,14
32418,14,13,2,9
32421,12,12,1,47
32425,12,12,1,11
32429,28,19,2,5
3243,11,11,1,2
32430,14,13,1,11
32431,29,20,2,8
32434,16,13,1,6
32435,14,14,2,12
32439,12,12,1,7
32443,14,13,1,12
32444,12,12,1,8
32446,12,12,1,12
32448,12,12,1,6
32449,17,15,1,8
3245,11,11,1,5
32450,13,13,1,12
32458,13,13,1,7
32460,12,12,1,6
32464,13,13,1,7
32466,12,12,1,18
32467,12,12,1,30
3247,12,11,1,2
32475,12,12,1,6
32477,12,12,1,8
32478,17,17,2,10
32479,22,13,4,8
32483,12,12,1,6
32485,12,12,1,23
32486,12,12,1,13
32490,18,14,1,7
32493,14,13,2,6
32495,12,12,1,6
32498,12,12,1,8
32499,9,9,1,76
32500,12,12,1,8
32501,13,13,1,8
32503,12,12,1,11
32508,13,12,2,2
3251,13,11,2,2
32516,12,10,2,51
32518,12,12,1,8
32527,14,13,1,9
32528,20,17,2,326
32529,14,13,1,6
32531,20,16,4,7
32536,12,12,1,6
32538,12,12,1,6
32539,13,13,1,8
3254,11,11,1,5
32542,18,14,1,7
32543,26,12,1,8
32551,16,14,1,8
32552,12,12,1,6
32556,12,12,1,26
32559,12,11,1,265
3256,11,11,1,13
32560,13,12,2,6
32565,14,12,1,8
32569,12,12,1,7
32573,14,12,1,7
32574,14,12,1,8
32576,12,12,1,11
32579,13,13,2,25
32582,14,12,1,11
32583,18,15,1,12
32586,15,13,1,7
32587,15,13,1,6
32589,18,16,2,3
32591,22,11,1,8
32594,14,12,1,7
32595,15,13,1,13
32596,20,16,2,11
32598,14,12,1,8
326,12,11,1,44
32604,12,12,1,27
32606,14,12,1,1
32614,26,20,2,147
32622,14,13,1,21
32623,10,10,1,57
32625,14,12,1,5
32629,17,14,3,4
32630,12,12,1,26
32631,13,13,1,14
32632,15,13,1,10
32641,15,13,1,5
32642,12,12,1,10
32643,13,13,1,18
32644,12,12,1,8
32647,15,15,2,0
32656,14,14,1,10
32658,15,13,3,3
32665,12,12,1,7
32667,12,12,1,32
32671,13,13,1,11
32673,11,11,1,10
3268,12,12,2,6
32682,12,12,1,7
32683,13,13,1,6
32692,12,12,1,16
32693,22,16,3,74
32697,12,12,1,11
327,13,11,2,3
32707,15,9,3,2
32708,12,12,1,6
32711,11,11,1,8
32715,14,14,2,5
32718,25,13,1,12
3272,29,16,6,8
32723,12,12,1,10
32724,18,15,1,5
32725,14,13,1,8
32731,12,12,1,8
32735,12,12,1,11
32738,12,12,1,7
3274,4,4,2,2
32740,15,13,1,8
32743,11,11,1,160
32747,12,12,1,14
32748,9,9,1,61
32751,12,12,1,7
32752,12,12,1,10
32754,12,12,1,8
32755,19,16,2,8
32756,12,12,1,39
32758,12,12,1,6
3276,11,11,1,8
32767,12,12,1,7
32769,12,12,1,13
3277,12,11,2,6
32770,12,12,1,5
32771,12,12,1,12
32772,13,13,2,9
32775,15,13,2,3
32777,12,12,1,6
3278,11,11,1,2
32782,15,13,2,7
32784,12,12,1,10
32785,14,13,2,15
32787,14,14,2,0
32788,17,13,2,1
32799,13,13,1,6
328,11,11,1,5
32804,12,12,1,6
32806,12,12,1,11
32807,13,13,2,331
32808,12,12,1,11
32809,12,12,1,7
32810,13,13,2,2
32816,12,12,1,6
32817,12,12,1,7
32819,12,12,1,5
3282,11,11,1,16
32820,13,12,2,1
32822,12,12,1,6
32827,16,14,3,2
32828,15,14,1,6
32829,24,16,3,1
32831,14,13,1,11
32833,17,17,2,0
32836,12,12,1,11
32837,12,12,1,5
32840,13,13,1,12
32842,19,14,1,7
32844,12,12,1,6
32846,14,13,2,1
32848,14,13,2,2
32849,11,11,1,14
32852,12,12,1,10
32853,12,12,1,6
32859,13,13,1,13
32861,12,12,1,5
32864,14,14,1,5
32865,19,17,3,5
32869,12,12,1,11
32875,12,12,1,6
32876,31,16,2,18
32877,16,15,1,351
32879,12,12,1,4
3288,24,13,2,14
32881,22,17,2,4
32882,13,13,1,5
32888,12,12,1,17
3289,15,13,3,63
32893,12,12,1,7
32895,12,12,1,5
32899,12,12,1,5
329,15,11,2,4
32901,13,13,1,10
32902,12,12,1,10
32903,12,12,1,13
32909,12,12,1,4
32910,12,12,1,5
32912,11,10,2,148
32913,14,13,3,4
32916,13,13,2,3
32917,12,12,1,13
32919,12,12,1,7
3292,16,14,2,4
32922,12,12,1,5
32924,12,12,1,5
32929,12,12,1,5
3293,11,11,1,13
32933,12,12,1,4
32939,14,14,2,7
3294,15,14,3,0
32940,12,12,1,9
32942,13,13,1,5
32943,12,12,1,12
32945,13,13,2,1
32949,12,12,1,7
3295,26,14,5,116
32951,13,11,2,49
32953,15,13,2,8
32956,12,12,1,9
32957,12,12,1,32
32962,14,13,2,3
32965,13,13,2,2
32968,12,12,1,6
32969,12,12,1,6
3297,12,12,1,12
32971,12,12,1,9
32973,12,12,1,10
32976,12,12,1,6
32979,23,21,3,0
32980,13,12,1,7
32984,14,14,2,7
32987,17,13,2,0
3299,13,12,1,1
32994,13,11,3,2
32995,12,12,1,7
32998,12,12,1,7
330,11,11,1,5
33000,12,12,1,9
33003,12,12,1,16
33004,12,12,1,6
33007,12,12,1,12
33008,18,13,2,8
33009,25,15,4,47
33014,12,12,1,11
33015,12,12,1,8
33019,20,13,1,9
3302,13,12,1,5
33023,12,12,1,11
33025,17,15,3,11
33028,12,12,1,9
3303,11,11,1,9
33030,12,12,1,8
33033,9,9,1,66
33037,12,12,1,22
33040,12,12,1,9
33051,12,12,1,4
33053,12,12,1,9
33054,12,11,2,9
33060,12,12,1,32
33061,14,12,1,5
33063,12,12,1,9
33067,13,13,1,6
33068,12,12,1,6
33070,12,12,1,11
33076,12,12,1,6
33077,11,11,1,184
3308,14,13,3,15
33082,13,13,1,9
33083,12,12,1,5
33084,14,12,2,14
33086,15,14,1,9
33089,12,12,1,19
33090,12,12,1,11
33094,14,14,2,30
33095,12,12,1,10
33098,21,15,2,8
33101,12,12,1,8
33103,12,12,1,10
33104,13,13,1,8
33112,24,18,3,4
33113,12,12,1,9
33115,17,15,3,11
33117,12,12,1,6
33122,13,13,2,8
33123,16,16,2,0
3313,12,12,1,12
33132,12,12,1,9
33133,12,12,1,5
33134,18,13,1,8
33136,12,12,1,10
33137,12,12,1,6
33138,12,12,1,8
33143,12,12,1,3
33148,12,12,1,10
33157,10,10,2,70
33159,14,14,2,2
33164,12,12,1,37
33167,12,12,1,7
33168,13,13,1,15
3317,17,12,2,10
33172,12,12,1,7
33173,15,14,1,46
33174,13,12,2,23
33183,12,12,1,5
33186,12,12,1,3
33189,14,13,2,2
33202,12,12,1,5
33204,20,17,2,7
33217,12,12,1,32
33218,12,12,1,7
33219,13,13,1,14
33220,12,12,1,10
33223,12,12,1,3
33226,15,13,1,8
3323,11,11,1,5
33230,12,12,1,10
33233,12,12,1,8
33238,12,12,1,14
33243,15,15,2,22
33244,12,12,1,19
33247,18,15,2,1
3325,12,11,2,0
33251,12,12,1,10
33252,11,11,1,102
33253,15,13,2,14
33259,12,12,1,10
3326,11,11,1,9
33263,12,12,1,35
33264,31,24,4,3
33266,12,12,1,4
33277,19,15,3,3
33278,25,13,1,6
33285,11,11,1,7
33289,13,13,1,7
33291,12,12,1,9
33294,12,12,1,11
33295,13,13,1,3
33298,19,14,3,1
33302,14,13,1,6
33303,12,12,1,7
33309,14,13,1,7
3331,14,13,1,4
33315,15,15,2,5
33319,12,12,1,4
33321,15,14,2,3
33323,13,13,1,8
33327,12,12,1,7
33334,13,12,2,9
33339,14,13,2,7
3334,12,11,2,3
33340,12,12,1,22
33341,20,13,2,0
33345,12,12,1,8
33347,12,12,1,18
33348,13,13,1,3
33350,12,12,1,4
33352,12,12,1,10
33353,12,12,1,7
33361,12,12,1,6
33363,25,20,3,8
33364,12,12,1,6
33365,12,12,1,16
33366,12,12,1,4
33368,12,12,1,28
33369,12,12,1,4
33371,17,16,3,4
33372,17,14,2,6
33375,12,12,1,8
33377,12,12,1,12
33378,15,15,2,10
3338,11,11,1,4
33380,12,12,1,51
33385,12,12,1,4
33387,12,12,1,4
33394,12,12,1,8
33395,14,12,1,6
33396,16,13,1,4
33398,14,14,3,6
33401,13,12,2,3
33404,16,13,2,6
33405,12,12,1,12
33406,12,12,1,10
33409,11,11,1,8
33410,12,12,1,6
33411,14,13,2,13
33415,13,13,1,6
33416,20,14,4,6
33418,14,14,1,4
33419,12,12,1,8
33428,15,15,2,5
33429,13,13,1,22
33432,12,12,1,13
33439,14,13,2,22
33440,12,12,1,6
33447,12,12,1,4
3345,15,13,5,13
33452,8,8,1,86
33455,12,12,1,11
33457,13,13,1,4
33458,12,12,1,9
33469,15,15,2,6
33471,11,8,1,4
33476,15,15,2,35
33477,27,11,4,90
33478,12,12,1,4
33483,18,14,3,5
33484,12,12,1,30
33485,12,12,1,4
33488,14,14,1,6
33496,12,12,1,6
33498,12,12,1,14
33501,12,12,1,7
33502,12,12,1,7
33506,12,12,1,3
33507,12,12,1,10
33510,12,12,1,9
33511,12,12,1,4
33512,14,13,2,25
33514,12,12,1,8
33518,12,12,1,15
33519,13,13,1,3
3352,11,11,1,11
33523,13,13,2,4
33526,12,12,1,31
3353,6,6,1,6
33530,12,12,1,6
33533,12,12,1,8
33535,32,24,3,606
33539,12,12,1,13
3355,12,11,1,16
33555,12,12,1,7
33559,19,17,2,6
33561,12,12,1,7
33563,13,13,1,7
33569,13,12,2,161
3357,11,11,1,7
33570,17,13,4,11
33583,11,11,1,15
33589,15,13,2,37
33595,12,12,1,5
33597,9,9,1,122
336,11,11,1,9
33600,12,12,1,5
33609,12,12,1,3
33611,16,12,2,12
33613,13,13,1,2
33617,12,12,1,8
33618,12,12,1,8
33620,17,15,1,6
33621,12,12,1,9
33622,16,15,2,5
33623,13,10,1,3
33624,11,11,1,221
33626,12,12,1,6
33628,12,12,1,3
33629,12,12,1,5
3363,12,11,2,6
33634,12,12,1,6
3364,11,11,1,4
33640,14,13,2,5
33641,14,12,2,81
33644,13,13,1,7
33646,12,12,1,10
33647,12,12,1,9
33651,30,17,4,3
33656,12,12,1,9
33657,12,12,1,3
33658,17,16,2,10
33662,12,12,1,3
33666,17,13,2,50
33673,12,12,1,6
33675,15,13,3,5
33678,12,12,1,6
33679,12,12,1,3
3368,15,13,2,3
33681,22,18,3,8
33682,12,12,1,8
33684,14,13,2,3
33685,12,12,1,3
33686,12,12,1,6
33687,13,13,2,9
33690,12,12,1,7
33692,12,12,1,20
33693,12,12,1,5
33698,13,13,2,13
3370,15,14,2,1
33701,14,14,2,30
33702,12,12,1,7
33705,17,16,3,6
33708,13,13,1,6
33711,12,12,1,5
33714,12,12,1,7
33719,14,13,1,6
3372,11,11,1,5
33720,18,15,2,3
33723,13,13,1,5
33728,28,21,4,55
33730,12,12,1,5
33731,12,11,1,203
33734,16,14,2,0
33738,26,14,1,22
33748,13,10,1,5
33749,14,10,3,5
3375,14,12,1,11
33752,9,9,1,105
33754,12,12,1,6
33756,17,13,1,5
33757,13,13,1,7
33758,12,12,1,5
3376,12,11,1,4
33761,12,12,1,5
33764,14,13,2,2
33767,12,12,1,5
33768,14,13,2,5
33770,12,12,1,5
33774,12,12,1,5
3378,12,11,1,5
33787,13,13,2,7
33788,12,12,1,5
3379,11,11,1,18
33791,12,12,1,35
33795,9,9,1,95
33796,13,13,1,7
33799,12,12,1,6
338,18,16,2,5
33801,12,12,1,7
33810,12,12,1,13
33812,12,12,1,8
33815,13,12,1,5
33816,12,12,1,12
33818,16,15,2,14
3382,11,11,1,11
33821,12,12,1,5
33823,9,9,1,64
33827,15,15,2,7
33834,13,13,1,22
33835,15,14,2,6
33843,13,13,1,21
33852,12,12,1,9
33853,12,12,1,9
33855,13,13,2,1
33859,13,13,2,13
3386,15,12,3,1
33864,12,12,1,5
33865,12,12,1,7
33866,12,12,1,9
33867,12,12,1,5
33869,16,13,2,5
3387,21,18,3,161
33873,12,12,1,5
33875,12,12,1,7
33876,12,12,1,5
33880,12,12,1,5
33884,12,12,1,5
33888,14,14,2,5
33891,12,12,1,6
33892,12,12,1,5
33893,12,12,1,6
33894,12,12,1,7
33895,14,12,1,12
33897,16,13,2,8
3390,11,11,1,4
33900,15,13,1,7
33905,35,18,2,15
33908,12,12,1,8
33909,20,16,4,12
33912,11,11,1,11
33916,12,12,1,4
33917,12,12,1,6
3392,12,12,2,2
33921,26,18,2,4
33923,12,12,1,4
33925,14,12,1,5
33926,23,16,4,8
3393,11,11,1,11
33930,12,12,1,5
33936,12,12,1,7
33937,12,12,1,6
33938,12,12,1,4
33941,12,12,1,8
33943,9,9,1,89
33945,12,12,1,4
33947,12,12,1,4
33948,13,13,2,22
33950,12,12,1,13
33951,13,13,2,7
33961,13,13,1,4
33965,14,14,2,8
3397,18,12,5,43
33970,14,13,1,4
33974,12,12,1,4
33977,12,12,1,17
3398,12,11,1,10
33982,12,12,1,6
33985,21,17,4,2
33987,34,22,3,35
33988,12,12,1,6
33989,12,12,1,4
33990,13,12,2,87
33996,12,12,1,4
33997,12,12,1,8
33998,12,12,1,12
33999,12,12,1,4
34000,21,15,2,28
34003,14,14,2,5
34005,15,14,2,4
34007,12,12,1,8
34008,12,12,1,15
34011,12,12,1,10
34014,13,11,2,71
34019,12,12,1,4
34022,15,13,2,12
34023,12,12,1,5
34025,12,12,1,8
34026,16,13,2,6
34029,12,12,1,4
34032,29,20,3,11
34037,12,12,1,4
34039,12,12,1,7
34043,13,13,2,6
34047,12,12,1,19
34051,12,12,1,8
34052,16,16,2,4
34053,12,12,1,16
34055,13,8,1,12
34056,12,12,1,6
34058,12,12,1,24
34062,13,13,1,32
34064,12,12,1,4
34065,12,12,1,4
34067,12,12,1,7
34068,11,11,1,4
3407,11,11,1,4
34070,12,12,1,32
34071,12,12,1,7
34074,12,12,1,5
34077,16,12,2,89
3408,17,15,2,4
34086,12,12,1,9
34089,12,12,1,14
34091,12,12,1,6
34093,14,14,2,2
34099,12,12,1,6
34101,13,13,2,3
34102,13,13,1,5
34104,12,12,1,5
34107,12,12,1,11
34108,12,12,1,4
34110,12,12,1,5
34111,13,13,1,7
34114,15,13,1,8
34118,12,12,1,4
3412,11,11,1,6
34121,12,12,1,6
34125,18,15,2,6
34127,12,12,1,6
34130,12,12,1,4
34135,12,12,1,6
3414,11,8,2,18
34144,14,14,1,7
34146,12,12,1,8
34147,12,12,1,11
34148,12,12,1,11
34149,13,13,1,6
34159,13,13,1,6
34165,17,14,2,7
34167,20,15,5,22
34168,12,12,1,7
34170,12,12,1,8
34177,15,13,1,11
34178,12,12,1,5
34182,17,16,3,2
34183,12,12,1,6
34192,12,12,1,6
34194,14,13,2,7
34199,13,13,2,7
34203,12,12,1,6
34205,9,9,1,4
34207,12,12,1,5
34208,12,12,1,9
34209,14,13,2,8
3421,11,11,1,7
34211,12,12,1,7
34213,12,12,1,6
34216,12,12,1,4
34217,17,16,3,5
34218,13,13,1,8
34219,12,12,1,5
34221,12,12,1,35
34222,18,16,2,8
34227,12,12,1,8
34232,13,13,1,6
34233,12,12,1,6
34234,23,19,2,412
34235,12,12,1,6
34236,12,12,1,9
34238,15,15,1,46
3424,13,12,2,4
34240,12,12,1,4
34244,12,12,1,6
34246,17,14,3,58
34248,14,13,1,5
34250,13,13,2,10
34251,15,14,2,3
34252,13,12,1,7
34259,12,12,1,16
3426,12,12,2,2
34260,13,13,1,6
34264,24,12,1,5
34267,15,15,2,42
3427,13,12,1,4
34273,12,12,1,4
34274,12,12,1,3
34276,14,13,2,1
34277,12,12,1,8
34278,13,12,1,6
34281,12,12,1,8
34287,12,12,1,7
34288,12,12,1,4
3429,11,11,1,4
34291,14,13,1,7
34292,12,12,1,5
34293,9,9,1,62
34296,12,12,1,4
34299,12,12,1,5
34302,12,12,1,11
34304,17,16,2,4
34305,12,12,1,7
34307,14,13,1,5
34308,12,12,1,7
34310,12,12,1,7
34317,24,17,3,2
34318,40,18,5,37
34319,12,12,1,17
3432,16,11,3,3
34324,12,12,1,24
34325,13,12,2,10
3433,11,11,1,3
34333,12,12,1,3
34337,13,13,1,7
34338,12,12,1,8
34339,12,12,1,4
34340,13,13,2,6
34343,13,13,1,3
34344,15,13,2,3
34349,17,15,2,4
3435,11,11,1,4
34351,12,12,1,5
34357,14,13,2,4
34361,17,14,2,8
34364,12,12,1,4
34365,12,12,1,6
3437,12,12,1,6
34370,42,14,3,222
34371,14,13,2,2
34373,13,12,1,11
3438,12,12,2,10
34383,12,12,1,6
34384,14,13,2,3
34385,12,12,1,5
34387,12,12,1,18
3439,11,11,1,1
34396,15,15,1,5
34397,13,13,1,5
34399,15,14,2,5
344,11,11,1,5
34407,12,12,1,7
34409,13,13,1,23
34412,13,13,1,5
34414,14,14,2,1
34425,12,12,1,3
34428,13,13,1,5
34430,14,13,1,7
34431,36,15,3,202
34434,12,12,1,4
34435,13,13,2,22
34436,12,12,1,4
34439,13,13,1,5
34440,12,12,1,5
34443,14,13,1,7
34445,12,12,1,4
34447,19,15,2,36
34450,13,13,1,40
34453,12,12,1,5
34454,12,12,1,5
34455,12,12,1,21
34456,12,12,1,3
34457,12,12,1,8
34459,14,13,1,3
3447,12,11,1,11
34476,12,12,1,6
34478,13,12,1,4
3448,13,12,1,7
34482,12,12,1,3
34485,12,12,1,24
34486,20,19,2,72
34489,15,13,3,29
34490,14,13,3,3
34494,12,12,1,18
34497,13,13,2,2
345,13,11,2,57
3450,23,12,2,6
34500,12,12,1,4
34502,12,12,1,6
34503,12,12,1,10
34504,12,12,1,6
34507,12,12,1,6
34509,13,13,1,12
34511,12,12,1,11
34512,13,13,1,11
34513,12,12,1,4
34516,11,11,2,3
34518,12,12,1,6
34519,12,12,1,10
34520,12,12,1,5
34521,12,12,1,6
34522,11,11,1,6
34523,12,12,1,12
3453,12,11,1,77
34539,12,12,1,7
34547,15,15,2,3
34548,14,13,2,1
3455,13,12,2,13
34557,10,10,2,5
34564,12,12,1,8
34573,14,13,1,6
34578,12,12,1,4
34579,12,12,1,5
3458,12,11,1,3
34582,18,16,3,18
34583,12,12,1,2
34584,12,12,1,9
34594,13,13,1,3
34596,12,12,1,6
34599,12,12,1,3
34602,12,12,1,13
34603,14,13,2,0
34606,13,12,1,3
3461,11,11,1,4
34614,12,12,1,4
34617,13,13,1,2
34628,21,16,5,8
34629,12,12,1,6
34630,13,13,1,5
34631,13,13,1,4
34636,13,13,1,5
3464,11,11,1,4
34643,12,12,1,4
34645,12,12,1,5
3465,12,11,1,12
34650,12,12,1,17
34651,14,14,2,6
34653,19,16,3,8
34654,9,9,1,114
34655,12,12,1,3
34657,13,13,2,1
34659,15,13,3,0
34663,14,13,2,4
34669,14,13,2,4
34683,17,13,2,3
34686,12,12,1,6
3469,11,11,1,5
34691,12,12,1,5
34693,14,12,1,6
347,12,10,3,13
34701,13,12,2,4
34710,12,12,1,4
34712,12,12,1,5
34714,16,13,2,4
34715,15,15,3,5
34726,12,12,1,6
34727,12,12,1,10
34729,13,13,2,17
34731,12,12,1,4
34733,15,13,1,4
34735,12,12,1,5
34737,13,13,1,7
34738,12,12,1,6
3474,15,15,2,27
34741,13,13,1,4
34747,9,9,1,71
3475,19,13,4,15
34750,13,13,1,10
34753,12,12,1,9
34757,13,13,1,10
34760,14,13,1,5
34762,12,12,1,4
34779,18,16,2,5
34781,14,13,2,10
34783,12,12,1,5
34784,12,12,1,48
34787,16,13,2,13
34791,12,12,1,9
34796,13,13,1,7
34797,12,12,1,10
348,17,12,4,1
34800,12,12,1,5
34801,11,11,1,7
34802,18,12,4,137
34805,13,13,2,20
34809,13,13,1,5
34812,11,11,1,9
34818,13,13,2,3
34820,14,13,2,1
34823,12,12,1,9
34824,19,17,1,14
34828,12,12,1,13
34829,13,13,2,2
34830,12,12,1,4
34833,16,15,2,5
34835,12,12,1,6
34836,14,13,2,1
34838,13,13,1,10
34839,18,17,4,11
34841,10,10,2,30
34843,12,12,1,4
34851,13,12,2,8
34854,11,11,1,4
34856,13,13,1,4
34859,12,12,1,4
34861,13,13,1,4
34863,12,12,1,5
34866,12,12,1,4
34870,12,12,1,5
34872,12,12,1,4
34875,14,12,3,1
34878,16,13,1,3
34880,12,12,1,12
34883,12,12,1,6
34886,13,13,1,6
3489,21,15,2,3
34891,15,14,1,320
34896,11,11,1,9
349,13,11,2,8
3490,12,11,2,1
34908,13,13,1,6
34909,12,12,1,6
34913,22,18,5,80
34915,12,12,1,4
34920,12,12,1,4
34923,13,13,2,1
34928,12,12,1,4
34933,12,12,1,6
34934,14,13,2,1
34939,12,11,2,1
